customer_id,satisfaction_score,survey_date,tier,points
C084,3.0,2023-12-01,,
C054,5.0,2023-12-02,Gold,8126.0
C071,2.0,2023-12-03,Gold,1411.0
C046,6.0,2023-12-04,Silver,4622.0
C045,7.0,2023-12-05,Gold,1738.0
C040,5.0,2023-12-06,,
C023,7.0,2023-12-07,,
C081,4.0,2023-12-08,,
C011,5.0,2023-12-09,,
C001,4.0,2023-12-10,Gold,4667.0
C019,4.0,2023-12-11,,
C031,7.0,2023-12-12,Silver,9810.0
C074,8.0,2023-12-13,,
C034,10.0,2023-12-14,Gold,9998.0
C091,6.0,2023-12-15,Platinum,5595.0
C005,1.0,2023-12-16,Bronze,6781.0
C077,5.0,2023-12-17,Bronze,8530.0
C078,10.0,2023-12-18,Silver,1140.0
C013,4.0,2023-12-19,Gold,7607.0
C032,2.0,2023-12-20,Bronze,8727.0
C056,10.0,2023-12-21,,
C089,9.0,2023-12-22,Platinum,7313.0
C027,5.0,2023-12-23,Bronze,2771.0
C043,5.0,2023-12-24,Silver,866.0
C070,7.0,2023-12-25,Bronze,527.0
C016,3.0,2023-12-26,,
C041,4.0,2023-12-27,,
C097,8.0,2023-12-28,,
C010,10.0,2023-12-29,Silver,7028.0
C073,5.0,2023-12-30,Gold,7969.0
C012,6.0,2023-12-31,Platinum,927.0
C048,8.0,2024-01-01,,
C086,5.0,2024-01-02,Platinum,8671.0
C029,9.0,2024-01-03,Bronze,2122.0
C094,8.0,2024-01-04,,
C006,7.0,2024-01-05,Gold,9789.0
C067,3.0,2024-01-06,,
C066,7.0,2024-01-07,Gold,8807.0
C036,9.0,2024-01-08,Silver,1309.0
C017,8.0,2024-01-09,Silver,4165.0
C050,9.0,2024-01-10,,
C035,5.0,2024-01-11,,
C008,3.0,2024-01-12,,
C096,7.0,2024-01-13,Gold,5074.0
C028,3.0,2024-01-14,,
C020,3.0,2024-01-15,Gold,7849.0
C082,10.0,2024-01-16,Bronze,4064.0
C026,6.0,2024-01-17,,
C063,7.0,2024-01-18,Silver,3996.0
C014,7.0,2024-01-19,,
C009,,,Bronze,9095.0
C083,,,Gold,751.0
C064,,,Gold,8769.0
C051,,,Gold,1168.0
C024,,,Bronze,8079.0
C061,,,Silver,5955.0
C025,,,Gold,6660.0
C039,,,Silver,7112.0
C057,,,Platinum,322.0
C076,,,Bronze,2854.0
C030,,,Platinum,8919.0
C092,,,Gold,5751.0
C042,,,Platinum,6045.0
C022,,,Silver,8299.0
C085,,,Platinum,542.0
C088,,,Platinum,2681.0
C098,,,Platinum,7181.0
C021,,,Bronze,9712.0
C090,,,Bronze,5973.0
C038,,,Silver,2184.0
C060,,,Silver,1819.0
C002,,,Gold,8085.0
C075,,,Gold,9052.0
C080,,,Bronze,7231.0
C015,,,Silver,9068.0
C055,,,Gold,7227.0
C052,,,Bronze,2779.0
C007,,,Gold,1547.0
C099,,,Silver,3831.0
C044,,,Silver,6811.0
